Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],Fire Alarm
-8.469,55.18,150.0,400.0,13182.0,20112,939.636,Yes
24.58,52.83,1118.0,544.0,12835.0,19457,938.897,Yes
-4.104,56.24,285.0,400.0,13119.0,19977,939.447,Yes
27.09,49.66,46.0,400.0,13029.0,19915,939.758,No
18.74,54.95,346.0,400.0,13087.0,19917,939.322,Yes
21.66,58.76,699.0,858.0,12703.0,19559,939.135,Yes
7.132999999999999,62.75,255.0,400.0,13147.0,19949,939.676,Yes
-7.979,40.88,49.0,400.0,12798.0,20685,937.468,No
5.443,47.01,47.0,400.0,12805.0,20715,937.543,No
26.871,52.19,7.0,400.0,13081.0,19964,939.721,No
21.14,54.65,82.0,400.0,13230.0,20194,939.611,Yes
-8.998,45.38,112.0,406.0,12775.0,20634,937.46,No
4.721,52.89,1027.0,675.0,12788.0,19481,939.065,Yes
-15.269,47.59,1450.0,433.0,12944.0,19362,938.701,Yes
25.81,49.14,204.0,437.0,12766.0,20518,937.377,No
17.631,51.54,1111.0,511.0,12855.0,19457,938.904,Yes
26.95,47.83,1331.0,400.0,12959.0,19386,938.732,Yes
16.74,19.27,40592.0,751.0,12628.0,18622,936.892,No
16.305,47.46,70.0,400.0,13197.0,20109,939.633,No
26.88,47.28,1082.0,569.0,12830.0,19462,938.982,Yes
22.59,46.51,164.0,400.0,13216.0,20049,939.662,Yes
14.802,43.26,228.0,463.0,12748.0,20488,937.418,No
14.492,47.25,1120.0,400.0,12898.0,19450,938.806,Yes
12.127,49.41,1230.0,452.0,12868.0,19429,938.829,Yes
-18.467,47.84,1356.0,400.0,12977.0,19389,938.709,Yes
0.7040000000000001,48.81,1346.0,413.0,12989.0,19392,938.776,Yes
20.75,30.27,0.0,400.0,13434.0,19806,931.138,No
12.259,43.12,0.0,400.0,13215.0,21127,937.496,No
26.41,45.72,98.0,415.0,12775.0,20628,937.383,No
25.688,48.87,6.0,400.0,13123.0,20020,939.666,No
24.554,50.79,55.0,400.0,13118.0,20004,939.599,No
27.112,50.69,3.0,400.0,13029.0,19938,939.743,No
11.889,47.47,149.0,431.0,12774.0,20574,937.347,No
19.14,52.05,346.0,400.0,13087.0,19909,939.344,Yes
-19.911,12.56,60000.0,3079.0,11960.0,17387,936.796,No
-17.134,50.01,1329.0,400.0,12972.0,19398,938.717,Yes
20.44,47.55,57.0,400.0,13201.0,20116,939.623,No
26.57,49.29,1107.0,440.0,12865.0,19454,938.828,Yes
-15.818,48.42,1348.0,400.0,12969.0,19395,938.689,Yes
-1.967,55.97,944.0,729.0,12765.0,19488,939.11,Yes
1.845,47.52,159.0,400.0,13217.0,20061,939.649,Yes
-15.542,53.33,1385.0,413.0,12970.0,19374,938.738,Yes
11.886,45.82,57.0,417.0,12801.0,20709,937.522,No
-5.055,50.71,232.0,400.0,13142.0,20038,939.577,Yes
-8.78,14.13,1777.0,400.0,13643.0,20219,936.692,No
20.784,50.89,1017.0,510.0,12851.0,19474,938.901,Yes
27.06,47.52,1182.0,400.0,12913.0,19437,938.694,Yes
12.51,47.39,1122.0,428.0,12875.0,19454,938.829,Yes
-6.797999999999999,47.0,96.0,401.0,12780.0,20627,937.42,No
-9.245,50.55,7.0,400.0,13265.0,20236,939.715,Yes
26.94,47.74,1141.0,429.0,12877.0,19441,938.837,Yes
-4.432,47.23,122.0,415.0,12777.0,20598,937.382,No
28.93,41.08,64.0,400.0,12797.0,20666,937.461,No
-4.033,51.05,110.0,400.0,13228.0,20101,939.644,Yes
18.361,46.89,1009.0,570.0,12823.0,19475,939.027,Yes
24.38,53.32,1067.0,577.0,12823.0,19465,938.997,Yes
12.133,51.97,1195.0,427.0,12874.0,19433,938.792,Yes
-3.6010000000000004,29.36,60000.0,5233.0,11624.0,16983,936.877,No
-2.454,52.38,1373.0,429.0,12982.0,19382,938.806,Yes
24.82,52.39,1230.0,408.0,12920.0,19424,938.682,Yes
20.34,51.4,140.0,400.0,13213.0,20077,939.635,Yes
26.92,47.94,1195.0,400.0,12917.0,19434,938.73,Yes
26.25,41.01,0.0,400.0,13240.0,21130,937.472,No
25.44,48.21,1396.0,432.0,12942.0,19371,938.702,Yes
12.31,55.1,7.0,400.0,12890.0,19841,939.804,No
18.86,50.91,42.0,400.0,13135.0,20005,939.618,No
-2.076,48.6,126.0,400.0,13219.0,20088,939.645,Yes
22.75,56.64,629.0,552.0,12861.0,19629,939.204,Yes
4.385,49.96,938.0,650.0,12794.0,19487,939.08,Yes
17.745,49.25,1166.0,400.0,12932.0,19436,938.714,Yes
24.72,52.93,1136.0,413.0,12893.0,19439,938.731,Yes
-8.918,48.43,26.0,400.0,13247.0,20181,939.704,Yes
-5.232,46.84,129.0,410.0,12786.0,20592,937.363,No
24.8,52.16,1356.0,410.0,12959.0,19392,938.701,Yes
27.01,47.66,1366.0,406.0,12965.0,19382,938.711,Yes
8.189,53.75,1103.0,643.0,12797.0,19461,939.057,Yes
7.519,56.46,238.0,400.0,13164.0,19981,939.692,Yes
18.41,56.91,343.0,400.0,13078.0,19914,939.278,Yes
27.91,31.94,235.0,1425.0,12963.0,19768,931.094,Yes
26.856,39.43,33.0,400.0,12837.0,20750,937.589,No
27.19,39.76,0.0,400.0,13434.0,21349,937.368,No
-1.137,30.63,60000.0,4109.0,11797.0,17414,936.879,No
27.001,51.42,26.0,400.0,12980.0,19900,939.765,No
16.915,50.91,1030.0,454.0,12869.0,19465,938.903,Yes
25.92,47.44,1268.0,433.0,12916.0,19412,938.722,Yes
-8.562000000000001,45.95,103.0,403.0,12781.0,20620,937.457,No
21.19,50.23,191.0,400.0,13154.0,20065,939.609,Yes
4.044,33.84,1797.0,400.0,13462.0,20212,936.857,No
12.771,47.16,1057.0,422.0,12881.0,19465,938.823,Yes
26.92,47.92,1124.0,400.0,12926.0,19446,938.683,Yes
26.94,47.73,1099.0,400.0,12890.0,19450,938.759,Yes
12.505999999999998,48.28,1132.0,400.0,12890.0,19451,938.743,Yes
27.02,46.67,1097.0,400.0,12991.0,19452,938.696,Yes
24.95,51.13,1101.0,561.0,12827.0,19457,938.927,Yes
20.746,53.27,1163.0,413.0,12907.0,19430,938.699,Yes
4.073,56.11,321.0,400.0,13119.0,19900,939.671,Yes
-4.327,55.94,278.0,400.0,13119.0,19985,939.501,Yes
-0.857,52.18,894.0,684.0,12785.0,19511,939.069,Yes
11.944,45.2,164.0,400.0,13150.0,20009,939.642,No
-4.147,49.62,297.0,400.0,13108.0,19971,939.471,Yes
20.327,48.79,182.0,433.0,12765.0,20534,937.433,No
-4.101,47.75,106.0,407.0,12775.0,20604,937.383,No
0.106,56.07,896.0,693.0,12779.0,19507,939.094,Yes
24.694000000000003,50.83,12.0,400.0,12735.0,19761,939.838,No
25.61,47.53,1216.0,552.0,12827.0,19426,938.893,Yes
15.188,49.88,1051.0,591.0,12819.0,19471,939.081,Yes
11.618,48.22,1042.0,608.0,12814.0,19469,939.079,Yes
19.999,46.93,1082.0,554.0,12834.0,19464,938.983,Yes
-19.35,53.6,1316.0,407.0,12968.0,19404,938.766,Yes
27.12,47.37,1094.0,400.0,12908.0,19456,938.708,Yes
12.784,48.76,1180.0,426.0,12872.0,19430,938.76,Yes
19.706,47.35,1231.0,401.0,12913.0,19425,938.721,Yes
13.9,57.38,0.0,400.0,12954.0,19906,939.774,No
18.3,57.56,351.0,400.0,13068.0,19899,939.293,Yes
24.79,52.37,1358.0,404.0,12976.0,19393,938.705,Yes
-4.128,47.83,145.0,406.0,12781.0,20579,937.426,No
18.37,56.34,297.0,400.0,13109.0,19969,939.414,Yes
9.31,47.02,904.0,400.0,13029.0,19504,938.72,Yes
26.43,49.86,1320.0,404.0,12992.0,19404,938.814,Yes
24.49,53.19,1189.0,541.0,12832.0,19427,938.913,Yes
39.58,14.34,37.0,1334.0,12906.0,20416,930.885,Yes
19.43,50.12,320.0,400.0,13102.0,19948,939.427,Yes
12.71,56.95,9.0,400.0,12977.0,19900,939.766,No
12.885,53.79,1249.0,400.0,12953.0,19424,938.753,Yes
26.181,51.04,3.0,400.0,12883.0,19848,939.821,No
18.34,50.05,1.0,400.0,13140.0,20051,939.591,No
23.71,54.78,804.0,874.0,12688.0,19524,939.17,Yes
18.81,55.45,211.0,400.0,13143.0,20046,939.629,Yes
-4.097,52.84,317.0,400.0,13105.0,19956,939.398,Yes
28.63,41.87,80.0,400.0,12792.0,20634,937.397,No
-2.649,44.64,124.0,400.0,12806.0,20595,937.328,No
21.06,50.57,197.0,400.0,13151.0,20062,939.614,Yes
20.569000000000003,46.88,1034.0,548.0,12838.0,19467,938.969,Yes
51.4,14.12,852.0,400.0,13323.0,20411,936.845,No
-4.385,56.5,313.0,400.0,13110.0,19953,939.397,Yes
28.88,42.33,198.0,431.0,12769.0,20523,937.375,No
25.89,48.55,178.0,427.0,12766.0,20534,937.42,No
27.123,55.7,0.0,400.0,13064.0,19968,939.737,No
-7.511,47.74,98.0,411.0,12777.0,20621,937.435,No
24.27,53.24,1078.0,606.0,12811.0,19473,939.064,Yes
15.955,53.45,1189.0,408.0,12892.0,19434,938.741,Yes
18.78,51.55,50.0,400.0,13133.0,19997,939.606,No
24.38,53.23,1115.0,600.0,12815.0,19453,939.03,Yes
23.62,56.3,694.0,811.0,12722.0,19568,939.144,Yes
25.0,51.14,1417.0,426.0,12957.0,19374,938.773,Yes
19.98,53.43,69.0,400.0,13246.0,20151,939.682,Yes
17.16,50.04,5.0,400.0,13097.0,19983,939.719,No
18.58,55.8,345.0,400.0,13084.0,19919,939.332,Yes
13.43,50.72,18.0,401.0,12529.0,19622,939.77,No
24.22,53.47,1050.0,613.0,12809.0,19466,939.052,Yes
24.55,52.96,1092.0,550.0,12827.0,19448,938.906,Yes
15.75,54.15,0.0,400.0,13061.0,19961,939.795,No
26.65,48.74,1346.0,412.0,12959.0,19390,938.731,Yes
51.53,23.4,60000.0,23542.0,10902.0,15961,936.837,No
12.29,53.44,1174.0,402.0,12886.0,19437,938.782,Yes
20.78,50.48,294.0,400.0,13119.0,19979,939.428,Yes
-16.206,23.29,60000.0,36460.0,10710.0,15404,936.791,No
18.84,53.99,253.0,400.0,13122.0,20004,939.508,Yes
24.4,53.75,1343.0,409.0,12943.0,19386,938.716,Yes
26.83,47.23,870.0,400.0,13027.0,19511,938.706,Yes
25.45,44.76,0.0,400.0,13225.0,21142,937.426,No
27.02,47.56,1392.0,411.0,12960.0,19384,938.713,Yes
-21.517,48.35,1358.0,400.0,12977.0,19386,938.703,Yes
15.607,47.42,1191.0,401.0,12893.0,19429,938.773,Yes
-21.984,48.4,1452.0,436.0,12953.0,19368,938.708,Yes
26.48,46.23,78.0,452.0,12784.0,20678,937.556,No
-2.507,50.85,854.0,717.0,12772.0,19519,939.14,Yes
23.04,56.15,900.0,694.0,12781.0,19506,939.089,Yes
21.226,47.48,0.0,400.0,13188.0,20096,939.654,No
20.735,50.42,1210.0,415.0,12906.0,19424,938.687,Yes
26.99,47.42,1069.0,479.0,12858.0,19456,938.903,Yes
16.39,52.86,1086.0,482.0,12858.0,19451,938.898,Yes
13.7,56.7,0.0,400.0,12881.0,19856,939.861,No
21.97,49.78,164.0,400.0,13213.0,20056,939.654,Yes
13.672,47.85,1105.0,650.0,12791.0,19455,939.06,Yes
21.81,50.82,26.0,400.0,13246.0,20190,939.698,Yes
26.753,55.27,27.0,400.0,12943.0,19872,939.774,No
7.407,57.19,266.0,400.0,13146.0,19953,939.665,Yes
14.454,53.08,1090.0,616.0,12812.0,19471,939.088,Yes
-5.122000000000001,55.53,337.0,400.0,13082.0,19922,939.297,Yes
22.98,56.02,942.0,719.0,12764.0,19492,939.069,Yes
26.87,48.15,1367.0,400.0,12979.0,19386,938.727,Yes
24.51,51.98,1096.0,652.0,12794.0,19457,939.068,Yes
20.8,53.19,1088.0,554.0,12833.0,19459,938.913,Yes
15.07,51.54,10.0,400.0,12974.0,19906,939.804,No
-4.242,41.74,93.0,400.0,12787.0,20626,937.426,No
-7.355,55.09,203.0,400.0,13153.0,20066,939.635,Yes
9.544,52.15,956.0,400.0,13015.0,19485,938.74,Yes
25.27,53.91,988.0,609.0,12818.0,19491,939.12,Yes
-20.323,53.78,1356.0,407.0,12972.0,19392,938.75,Yes
24.49,53.62,1366.0,410.0,12972.0,19391,938.696,Yes
-5.85,48.34,30.0,400.0,13266.0,20196,939.664,Yes
12.799,52.07,1164.0,411.0,12881.0,19436,938.738,Yes
-8.156,53.93,163.0,400.0,13173.0,20104,939.66,Yes
-3.016,57.06,707.0,701.0,12778.0,19551,939.163,Yes
-4.746,62.27,698.0,804.0,12730.0,19561,939.152,Yes
16.695999999999998,51.82,62.0,400.0,13200.0,20109,939.62,No
24.64,52.55,1050.0,547.0,12829.0,19468,938.959,Yes
18.76,46.88,24.0,400.0,13212.0,20137,939.603,No
20.28,52.31,1078.0,566.0,12824.0,19463,939.007,Yes
-4.456,52.72,270.0,400.0,13118.0,19999,939.495,Yes
19.27,65.98,606.0,547.0,12867.0,19647,939.215,Yes
-4.614,47.01,110.0,401.0,12781.0,20611,937.364,No
26.69,45.63,103.0,407.0,12819.0,20655,937.484,No
26.67,48.76,1316.0,400.0,12961.0,19398,938.7,Yes
-9.266,52.2,1201.0,400.0,13017.0,19433,938.776,Yes
13.14,57.59,0.0,400.0,12879.0,19842,939.851,No
27.116,49.9,7.0,400.0,13034.0,19943,939.735,No
-8.475,55.02,151.0,400.0,13183.0,20115,939.639,Yes
10.198,16.47,75.0,400.0,13550.0,21087,936.816,No
28.39,39.28,0.0,400.0,13165.0,20983,937.461,No
24.83,52.4,1231.0,405.0,12908.0,19421,938.7,Yes
20.48,49.78,32.0,400.0,13253.0,20212,939.714,Yes
12.013,43.5,0.0,400.0,13308.0,21292,937.395,No
12.415,39.88,0.0,400.0,13117.0,20950,937.467,No
25.91,48.65,185.0,426.0,12767.0,20531,937.341,No
22.18,49.17,17.0,400.0,13257.0,20196,939.689,Yes
39.62,36.77,8061.0,400.0,12958.0,19446,936.886,No
26.51,49.37,1163.0,400.0,12959.0,19439,938.757,Yes
-5.347,41.1,89.0,400.0,12791.0,20643,937.436,No
18.84,53.32,305.0,400.0,13110.0,19966,939.41,Yes
-16.435,53.83,1398.0,406.0,12975.0,19386,938.702,Yes
18.46,55.88,284.0,400.0,13113.0,19979,939.446,Yes
26.693,50.47,11.0,400.0,12953.0,19890,939.754,No
26.377,57.39,12.0,400.0,12894.0,19846,939.781,No
12.925999999999998,47.1,1067.0,439.0,12867.0,19447,938.818,Yes
-8.722000000000001,51.34,92.0,400.0,13216.0,20176,939.643,Yes
26.4,50.11,1155.0,400.0,12969.0,19444,938.752,Yes
16.438,53.26,1138.0,415.0,12896.0,19441,938.735,Yes
18.676,52.37,1134.0,402.0,12912.0,19444,938.714,Yes
-2.432,47.49,1327.0,408.0,12956.0,19394,938.681,Yes
13.14,56.92,20.0,400.0,13013.0,19925,939.754,No
21.509,53.95,15.0,400.0,13153.0,20045,939.635,No
12.791,43.81,0.0,400.0,13407.0,21216,937.403,No
20.782,49.67,1044.0,523.0,12845.0,19464,938.909,Yes
20.57,52.36,329.0,400.0,13096.0,19936,939.34,Yes
3.763,49.67,954.0,658.0,12796.0,19490,939.078,Yes
4.185,32.99,1323.0,400.0,13488.0,20332,936.864,No
23.28,56.75,837.0,977.0,12635.0,19521,939.127,Yes
21.69,58.92,741.0,909.0,12670.0,19542,939.154,Yes
-3.62,53.61,694.0,793.0,12736.0,19563,939.163,Yes
19.625,50.06,6.0,400.0,13210.0,20150,939.628,No
24.59,52.79,1126.0,546.0,12824.0,19453,938.937,Yes
-7.282999999999999,50.68,183.0,400.0,13159.0,20085,939.629,Yes
18.81,53.98,334.0,400.0,13094.0,19930,939.402,Yes
9.368,58.6,0.0,400.0,13385.0,20202,939.574,Yes
27.09,47.38,1157.0,400.0,12917.0,19441,938.695,Yes
-4.877,48.7,56.0,400.0,13254.0,20154,939.689,Yes
-2.654,56.97,760.0,691.0,12783.0,19540,939.126,Yes
26.72,48.62,1145.0,400.0,12908.0,19449,938.711,Yes
-21.805,54.09,1383.0,407.0,12973.0,19385,938.712,Yes
23.002,53.22,31.0,400.0,13146.0,20020,939.606,No
15.838,51.75,1109.0,481.0,12859.0,19445,938.906,Yes
15.122,53.48,1076.0,611.0,12819.0,19464,939.087,Yes
27.12,46.98,1124.0,493.0,12855.0,19452,938.944,Yes
27.05,47.54,1140.0,400.0,12916.0,19448,938.712,Yes
20.039,50.74,1065.0,573.0,12824.0,19461,938.969,Yes
6.875,53.41,1180.0,400.0,12969.0,19421,938.725,Yes
19.851,53.11,14.0,400.0,13192.0,20138,939.585,No
20.16,52.37,86.0,400.0,13240.0,20124,939.639,Yes
18.78,53.95,331.0,400.0,13093.0,19934,939.416,Yes
26.58,49.22,1103.0,491.0,12857.0,19455,938.911,Yes
24.61,53.13,1323.0,413.0,12988.0,19400,938.798,Yes
7.009,59.82,256.0,400.0,13156.0,19962,939.667,Yes
-21.592,53.3,1364.0,401.0,12969.0,19395,938.734,Yes
36.51,46.05,4925.0,400.0,13159.0,19640,936.918,No
15.922,52.85,1214.0,416.0,12896.0,19427,938.743,Yes
15.236,53.36,1126.0,400.0,12894.0,19441,938.778,Yes
4.723,48.13,1333.0,411.0,12945.0,19392,938.697,Yes
55.4,18.29,60000.0,15297.0,11109.0,15979,936.773,No
24.79,52.54,1176.0,405.0,12928.0,19427,938.716,Yes
14.408,52.42,1193.0,481.0,12861.0,19434,938.867,Yes
26.09,52.52,1299.0,400.0,12977.0,19409,938.714,Yes
20.007,49.04,1197.0,402.0,12914.0,19421,938.741,Yes
27.15,44.26,76.0,436.0,12847.0,20717,937.574,No
13.453,45.86,107.0,400.0,13178.0,20057,939.667,No
14.18,51.01,0.0,400.0,12809.0,19813,939.838,No
25.99,46.92,1145.0,505.0,12848.0,19447,938.946,Yes
2.985,54.96,933.0,667.0,12791.0,19500,939.097,Yes
27.06,47.54,1218.0,401.0,12928.0,19425,938.709,Yes
-21.49,48.09,1364.0,401.0,12969.0,19386,938.731,Yes
12.705,53.53,1153.0,403.0,12889.0,19442,938.741,Yes
24.4,53.86,1352.0,410.0,12959.0,19387,938.709,Yes
-6.52,44.09,106.0,400.0,12787.0,20612,937.432,No
20.725,49.09,179.0,433.0,12767.0,20541,937.337,No
7.2010000000000005,51.01,1191.0,400.0,12977.0,19443,938.706,Yes
22.26,48.53,17.0,400.0,13262.0,20223,939.714,Yes
25.17,50.13,1197.0,435.0,12870.0,19431,938.821,Yes
18.53,54.53,0.0,400.0,13232.0,20165,939.607,No
-4.223,52.33,303.0,400.0,13114.0,19961,939.385,Yes
26.78,48.36,1199.0,410.0,12886.0,19440,938.742,Yes
12.72,52.02,1107.0,400.0,12898.0,19456,938.738,Yes
24.58,53.29,1168.0,408.0,12882.0,19438,938.753,Yes
30.86,36.23,3354.0,3911.0,12509.0,18613,931.111,Yes
20.77,46.56,92.0,400.0,13193.0,20090,939.634,No
5.52,54.11,1027.0,663.0,12789.0,19469,939.034,Yes
22.19,49.13,38.0,400.0,13251.0,20178,939.695,Yes
26.841,51.69,7.0,400.0,12974.0,19903,939.798,No
4.255,32.51,1063.0,400.0,13497.0,20404,936.875,No
-4.168,56.38,314.0,400.0,13106.0,19955,939.419,Yes
14.892,50.01,1088.0,605.0,12811.0,19461,939.074,Yes
22.08,55.99,273.0,400.0,13149.0,19945,939.664,Yes
16.759,52.94,1287.0,406.0,12989.0,19403,938.87,Yes
18.327,48.21,1176.0,402.0,12903.0,19431,938.712,Yes
-4.896,52.42,331.0,400.0,13101.0,19934,939.337,Yes
24.57,53.06,1147.0,519.0,12840.0,19445,938.869,Yes
26.0,47.01,1208.0,463.0,12861.0,19425,938.814,Yes
-3.938,58.72,688.0,824.0,12712.0,19578,939.128,Yes
22.0,49.81,30.0,400.0,13247.0,20185,939.672,Yes
12.253,47.24,1214.0,403.0,12880.0,19438,938.771,Yes
-7.419,44.44,93.0,400.0,12796.0,20650,937.536,No
20.64,48.45,171.0,400.0,13162.0,20008,939.656,No
-4.314,55.99,319.0,400.0,13103.0,19945,939.371,Yes
26.65,49.05,1147.0,400.0,12908.0,19438,938.719,Yes
24.48,53.47,1320.0,415.0,12987.0,19402,938.821,Yes
24.87,52.2,1220.0,401.0,12912.0,19421,938.718,Yes
24.93,51.88,1157.0,407.0,12890.0,19433,938.758,Yes
18.577,52.7,956.0,552.0,12839.0,19495,939.035,Yes
28.94,41.13,128.0,405.0,12784.0,20589,937.353,No
26.41,46.46,151.0,438.0,12768.0,20567,937.356,No
-21.168000000000003,47.86,1373.0,403.0,12974.0,19386,938.713,Yes
27.085,54.82,19.0,400.0,13009.0,19911,939.756,No
-1.811,52.74,138.0,400.0,13220.0,20085,939.613,Yes
24.51,52.82,1107.0,400.0,12981.0,19450,938.76,Yes
-4.081,49.9,286.0,400.0,13124.0,19981,939.429,Yes
16.372,47.75,1042.0,575.0,12824.0,19466,939.051,Yes
-21.707,47.73,1331.0,403.0,12974.0,19392,938.718,Yes
27.11,47.32,1109.0,400.0,12889.0,19448,938.766,Yes
22.46,57.37,856.0,717.0,12774.0,19525,939.139,Yes
-16.000999999999998,47.61,1350.0,400.0,12968.0,19386,938.694,Yes
22.22,48.4,9.0,400.0,13255.0,20222,939.713,Yes
27.02,47.6,1105.0,400.0,12891.0,19459,938.763,Yes
-6.205,50.09,198.0,400.0,13151.0,20063,939.603,Yes
27.18,46.89,1168.0,468.0,12853.0,19441,938.913,Yes
20.794,53.58,1222.0,405.0,12920.0,19425,938.692,Yes
-4.464,50.05,283.0,400.0,13108.0,19981,939.503,Yes
16.3,48.97,36.0,400.0,13083.0,19975,939.696,No
21.35,47.38,77.0,400.0,13219.0,20132,939.645,Yes
-15.155,47.94,1362.0,404.0,12964.0,19388,938.716,Yes
24.54,52.51,1222.0,400.0,13024.0,19424,938.762,Yes
-4.695,51.12,324.0,400.0,13105.0,19932,939.365,Yes
-22.003,54.01,1379.0,404.0,12971.0,19389,938.697,Yes
-5.5120000000000005,54.84,226.0,400.0,13134.0,20035,939.608,Yes
20.66,52.11,349.0,400.0,13073.0,19914,939.262,Yes
13.89,49.45,1.0,400.0,12642.0,19698,939.805,No
20.73,51.44,335.0,400.0,13096.0,19926,939.333,Yes
-10.774,49.6,1264.0,400.0,12968.0,19404,938.717,Yes
27.099,50.47,13.0,400.0,13050.0,19951,939.751,No
24.66,53.11,1155.0,400.0,12910.0,19438,938.704,Yes
-4.088,56.84,281.0,400.0,13126.0,19990,939.392,Yes
20.34,51.6,191.0,400.0,13183.0,20027,939.68,Yes
26.29,46.71,163.0,444.0,12771.0,20559,937.288,No
40.94,23.13,24.0,400.0,13561.0,21179,936.845,No
12.923,47.04,1055.0,437.0,12876.0,19458,938.817,Yes
28.62,42.45,200.0,449.0,12762.0,20515,937.338,No
24.72,52.03,1115.0,583.0,12824.0,19451,938.99,Yes
18.017,49.12,1247.0,426.0,12916.0,19409,938.721,Yes
-9.023,49.45,2.0,400.0,13263.0,20222,939.728,Yes
27.06,47.45,1312.0,400.0,12954.0,19404,938.692,Yes
-4.105,56.46,305.0,400.0,13115.0,19963,939.395,Yes
22.46,47.05,151.0,400.0,13209.0,20061,939.679,Yes
18.601,49.47,1189.0,400.0,12932.0,19430,938.694,Yes
25.95,47.39,1247.0,437.0,12899.0,19418,938.689,Yes
12.583,46.36,74.0,450.0,12795.0,20681,937.485,No
25.65,53.65,1059.0,417.0,12884.0,19469,938.815,Yes
-19.0,52.82,1362.0,409.0,12979.0,19390,938.712,Yes
12.004,52.89,1097.0,400.0,12886.0,19448,938.814,Yes
26.19,52.15,1015.0,400.0,12916.0,19472,938.709,Yes
24.78,52.53,1159.0,400.0,12909.0,19447,938.702,Yes
-21.342,53.23,1402.0,427.0,12959.0,19374,938.728,Yes
13.130999999999998,53.76,1097.0,400.0,12901.0,19454,938.784,Yes
-7.729,55.58,171.0,400.0,13167.0,20091,939.647,Yes
-4.593999999999999,56.59,331.0,400.0,13099.0,19937,939.358,Yes
12.991,49.91,1080.0,437.0,12878.0,19461,938.82,Yes
26.47,50.26,1191.0,400.0,12932.0,19431,938.703,Yes
24.37,54.27,1392.0,400.0,12976.0,19386,938.697,Yes
-5.043,60.4,620.0,556.0,12866.0,19637,939.194,Yes
23.45,55.84,766.0,735.0,12762.0,19540,939.141,Yes
14.698,51.48,1136.0,467.0,12852.0,19450,938.888,Yes
-20.189,52.96,1413.0,401.0,12972.0,19383,938.693,Yes
-7.656000000000001,49.33,177.0,400.0,13166.0,20095,939.649,Yes
46.1,27.07,12565.0,476.0,12781.0,19169,936.87,No
12.892,39.7,0.0,400.0,13051.0,20913,937.448,No
28.35,45.17,19.0,400.0,12847.0,20751,937.568,No
-8.222000000000001,46.01,92.0,400.0,12777.0,20645,937.475,No
13.39,54.82,19.0,400.0,13009.0,19911,939.756,No
-5.242000000000001,57.3,385.0,400.0,13044.0,19882,939.286,Yes
55.32,20.1,60000.0,16068.0,11077.0,15861,936.807,No
-4.8180000000000005,57.24,342.0,400.0,13093.0,19920,939.356,Yes
24.57,53.11,1130.0,494.0,12857.0,19453,938.912,Yes
-3.6010000000000004,52.35,695.0,801.0,12729.0,19559,939.164,Yes
20.716,48.27,1210.0,400.0,12915.0,19431,938.703,Yes
28.87,41.33,117.0,400.0,12792.0,20604,937.349,No
14.43,51.48,10.0,400.0,12876.0,19843,939.844,No
46.13,30.05,60000.0,5835.0,11572.0,16927,936.858,No
26.74,47.44,1023.0,611.0,12816.0,19481,939.082,Yes
12.36,52.05,1161.0,435.0,12866.0,19437,938.829,Yes
20.634,53.01,1101.0,539.0,12834.0,19450,938.879,Yes
25.57,47.98,1258.0,435.0,12882.0,19414,938.75,Yes
13.022,47.16,1021.0,614.0,12813.0,19462,939.07,Yes
-14.723,47.77,1367.0,400.0,12985.0,19388,938.769,Yes
17.469,48.19,1086.0,472.0,12858.0,19457,938.897,Yes
26.32,50.75,1358.0,410.0,12952.0,19393,938.694,Yes
21.45,61.45,210.0,400.0,13188.0,20008,939.699,Yes
26.75,48.44,1358.0,401.0,12971.0,19392,938.733,Yes
36.3,46.49,4940.0,400.0,13151.0,19637,936.895,No
26.72,45.53,95.0,407.0,12820.0,20656,937.5,No
20.495,53.28,1122.0,564.0,12825.0,19450,938.985,Yes
5.729,48.3,1262.0,400.0,12963.0,19410,938.686,Yes
7.864,47.89,1030.0,649.0,12798.0,19473,939.073,Yes
17.442999999999998,48.9,151.0,420.0,12776.0,20573,937.382,No
28.21,33.21,298.0,1547.0,12895.0,19692,931.106,Yes
18.74,55.38,235.0,400.0,13137.0,20027,939.559,Yes
24.4,53.95,1417.0,414.0,12961.0,19371,938.728,Yes
18.095,52.62,1063.0,481.0,12859.0,19458,938.921,Yes
3.735,48.11,1346.0,420.0,12947.0,19390,938.694,Yes
-5.236000000000001,42.15,134.0,400.0,12789.0,20595,937.347,No
45.82,26.64,12649.0,515.0,12754.0,19156,936.882,No
12.02,42.58,0.0,400.0,13322.0,21310,937.412,No
39.07,14.84,1358.0,15282.0,11742.0,19235,930.883,Yes
-4.466,54.78,804.0,874.0,12688.0,19524,939.17,Yes
-3.848,52.42,703.0,907.0,12680.0,19557,939.17,Yes
19.129,48.58,1130.0,511.0,12848.0,19455,938.89,Yes
-17.899,49.22,1373.0,401.0,12982.0,19387,938.681,Yes
21.42,49.48,190.0,400.0,13154.0,20072,939.621,Yes
-17.111,50.98,1344.0,400.0,12972.0,19396,938.726,Yes
-3.393,57.68,737.0,766.0,12748.0,19545,939.15,Yes
24.45,53.35,1310.0,406.0,12953.0,19406,938.709,Yes
27.09,47.11,1088.0,485.0,12862.0,19457,938.936,Yes
